PALABRA,CATEGORÍA,TIPO
de_raro_en_raro,ADVERVIO,GENERAL
de_rato_en_rato,ADVERVIO,GENERAL
de_rebato,ADVERVIO,GENERAL
de_rebote,ADVERVIO,GENERAL
de_rechupete,ADVERVIO,GENERAL
de_refilón,ADVERVIO,GENERAL
de_relumbrón,ADVERVIO,GENERAL
de_repelón,ADVERVIO,GENERAL
de_repente,ADVERVIO,GENERAL
de_repuesto,ADVERVIO,GENERAL
de_reserva,ADVERVIO,GENERAL
de_resultas,ADVERVIO,GENERAL
de_retrocarga,ADVERVIO,GENERAL
de_revuelo,ADVERVIO,GENERAL
de_rodilla_en_rodilla,ADVERVIO,GENERAL
de_rompe_y_rasga,ADVERVIO,GENERAL
de_rondón,ADVERVIO,GENERAL
de_seguida,ADVERVIO,GENERAL
de_segunda_mano,ADVERVIO,GENERAL
de_sentido_común,ADVERVIO,GENERAL
de_so_capa,ADVERVIO,GENERAL
de_sobra,ADVERVIO,GENERAL
de_sobresalto,ADVERVIO,GENERAL
de_sol_a_sol,ADVERVIO,GENERAL
de_soslayo,ADVERVIO,GENERAL
de_tapadillo,ADVERVIO,GENERAL
de_tarde_en_tarde,ADVERVIO,GENERAL
de_tiempo_en_tiempo,ADVERVIO,GENERAL
de_tiento_en_tiento,ADVERVIO,GENERAL
de_todas_maneras,ADVERVIO,GENERAL
de_todas_todas,ADVERVIO,GENERAL
de_todo_corazón,ADVERVIO,GENERAL
de_todo_en_todo,ADVERVIO,GENERAL
de_todo_punto,ADVERVIO,GENERAL
de_todos_los_diablos,ADVERVIO,GENERAL
de_todos_modos,ADVERVIO,GENERAL
de_través,ADVERVIO,GENERAL
de_trazo_continuo,ADVERVIO,GENERAL
de_trecho_en_trecho,ADVERVIO,GENERAL
de_tres_al_cuarto,ADVERVIO,GENERAL
de_tú_a_tú,ADVERVIO,GENERAL
de_ultratumba,ADVERVIO,GENERAL
de_un_día_a_otro,ADVERVIO,GENERAL
de_un_lado_a_otro,ADVERVIO,GENERAL
de_un_lado_para_otro,ADVERVIO,GENERAL
de_un_plumazo,ADVERVIO,GENERAL
de_un_primer_voleo,ADVERVIO,GENERAL
de_un_tirón,ADVERVIO,GENERAL
de_una_manera_o_de_otra,ADVERVIO,GENERAL
de_una_sentada,ADVERVIO,GENERAL
de_una_tacada,ADVERVIO,GENERAL
de_una_tirada,ADVERVIO,GENERAL
de_una_vez_para_siempre,ADVERVIO,GENERAL
de_uno_en_uno,ADVERVIO,GENERAL
de_uso_externo,ADVERVIO,GENERAL
de_uvas_a_peras,ADVERVIO,GENERAL
de_vértigo,ADVERVIO,GENERAL
de_vez_en_cuando,ADVERVIO,GENERAL
de_vía_estrecha,ADVERVIO,GENERAL
de_visu,ADVERVIO,GENERAL
de_viva_voz,ADVERVIO,GENERAL
debajo,ADVERVIO,GENERAL
del_otro_lado,ADVERVIO,GENERAL
del_primer_voleo,ADVERVIO,GENERAL
del_principio_al_fin,ADVERVIO,GENERAL
del_revés,ADVERVIO,GENERAL
delante,ADVERVIO,GENERAL
delante_de_Dios_y_de_todo_el,ADVERVIO,GENERAL
demasiado,ADVERVIO,GENERAL
dentro,ADVERVIO,GENERAL
deo_volente,ADVERVIO,GENERAL
deprisa,ADVERVIO,GENERAL
desde_cero,ADVERVIO,GENERAL
desde_luego,ADVERVIO,GENERAL
desde_niño,ADVERVIO,GENERAL
desde_que_el_mundo_es_mundo,ADVERVIO,GENERAL
despacio,ADVERVIO,GENERAL
después,ADVERVIO,GENERAL
detrás,ADVERVIO,GENERAL
do_ut_des,ADVERVIO,GENERAL
en_agraz,ADVERVIO,GENERAL
en_aquel_entonces,ADVERVIO,GENERAL
en_babia,ADVERVIO,GENERAL
en_batería,ADVERVIO,GENERAL
en_berlina,ADVERVIO,GENERAL
en_buena_lid,ADVERVIO,GENERAL
en_buenos_términos,ADVERVIO,GENERAL
en_cierto_modo,ADVERVIO,GENERAL
en_círculo,ADVERVIO,GENERAL
en_consecuencia,ADVERVIO,GENERAL
en_contorno,ADVERVIO,GENERAL
en_contracambio,ADVERVIO,GENERAL
en_coña,ADVERVIO,GENERAL
en_cuclillas,ADVERVIO,GENERAL
en_cuerpo_y_alma,ADVERVIO,GENERAL
en_desbandada,ADVERVIO,GENERAL
en_descargo,ADVERVIO,GENERAL
en_desquite,ADVERVIO,GENERAL
en_detalle,ADVERVIO,GENERAL
en_diferido,ADVERVIO,GENERAL
en_Dios_y_en_conciencia,ADVERVIO,GENERAL
en_entredicho,ADVERVIO,GENERAL
en_este_mismo_instante,ADVERVIO,GENERAL
en_fiado,ADVERVIO,GENERAL
en_fila_india,ADVERVIO,GENERAL
en_fin_de_cuentas,ADVERVIO,GENERAL
en_gran_manera,ADVERVIO,GENERAL
en_gran_medida,ADVERVIO,GENERAL
en_honor_a_la_verdad,ADVERVIO,GENERAL
en_horre,ADVERVIO,GENERAL
en_interés,ADVERVIO,GENERAL
en_junto,ADVERVIO,GENERAL
en_limpio,ADVERVIO,GENERAL
en_línea,ADVERVIO,GENERAL
en_líneas_generales,ADVERVIO,GENERAL
en_lo_sucesivo,ADVERVIO,GENERAL
en_lontananza,ADVERVIO,GENERAL
en_los_buenos_tiempos,ADVERVIO,GENERAL
en_mala_hora,ADVERVIO,GENERAL
en_mangas_de_camisa,ADVERVIO,GENERAL
en_miniatura,ADVERVIO,GENERAL
en_modo_alguno,ADVERVIO,GENERAL
en_oferta,ADVERVIO,GENERAL
en_paños_menores,ADVERVIO,GENERAL
en_paralelo,ADVERVIO,GENERAL
en_partes_iguales,ADVERVIO,GENERAL
en_pelota_picada,ADVERVIO,GENERAL
en_pie_de_guerra,ADVERVIO,GENERAL
en_plantilla,ADVERVIO,GENERAL
en_pocas_palabras,ADVERVIO,GENERAL
en_porretas,ADVERVIO,GENERAL
en_prenda,ADVERVIO,GENERAL
en_primicia,ADVERVIO,GENERAL
en_procura,ADVERVIO,GENERAL
en_punto_de_caramelo,ADVERVIO,GENERAL
en_puridad,ADVERVIO,GENERAL
en_rama,ADVERVIO,GENERAL
en_rededor,ADVERVIO,GENERAL
en_remojo,ADVERVIO,GENERAL
en_resumidas_cuentas,ADVERVIO,GENERAL
en_ristre,ADVERVIO,GENERAL
en_salvo,ADVERVIO,GENERAL
en_seguida,ADVERVIO,GENERAL
en_sordina,ADVERVIO,GENERAL
en_su_defecto,ADVERVIO,GENERAL
en_tiempo_diferido,ADVERVIO,GENERAL
en_tiempo_real,ADVERVIO,GENERAL
en_tiempo_récord,ADVERVIO,GENERAL
en_tiempo_y_forma,ADVERVIO,GENERAL
en_toda_la_extensión_de_la_palabra,ADVERVIO,GENERAL
en_toda_regla,ADVERVIO,GENERAL
en_toda_tierra_de_garbanzos,ADVERVIO,GENERAL
en_todo_caso,ADVERVIO,GENERAL
en_todo_lo_descubierto,ADVERVIO,GENERAL
en_touche,ADVERVIO,GENERAL
en_tromba,ADVERVIO,GENERAL
en_un_abrir_y_cerrar_de_ojos,ADVERVIO,GENERAL
en_un_decir_amén,ADVERVIO,GENERAL
en_un_pis-pas,ADVERVIO,GENERAL
en_un_pispás,ADVERVIO,GENERAL
en_un_tris,ADVERVIO,GENERAL
en_vilo,ADVERVIO,GENERAL
en_volandas,ADVERVIO,GENERAL
en_zigzag,ADVERVIO,GENERAL
encima,ADVERVIO,GENERAL
enfrente,ADVERVIO,GENERAL
enmedio,ADVERVIO,GENERAL
enseguida,ADVERVIO,GENERAL
entonces,ADVERVIO,GENERAL
entre_la_espada_y_la_pared,ADVERVIO,GENERAL
entre_la_vida_y_la_muerte,ADVERVIO,GENERAL
entre_pecho_y_espalda,ADVERVIO,GENERAL
entretanto,ADVERVIO,GENERAL
es_hablar_por_demás,ADVERVIO,GENERAL
ex_abrupto,ADVERVIO,GENERAL
ex_aequo,ADVERVIO,GENERAL
ex_cathedra,ADVERVIO,GENERAL
ex_profeso,ADVERVIO,GENERAL
ex_testamento,ADVERVIO,GENERAL
frente,ADVERVIO,GENERAL
fuera,ADVERVIO,GENERAL
full_time,ADVERVIO,GENERAL
gratis,ADVERVIO,GENERAL
grosso_modo,ADVERVIO,GENERAL
harto,ADVERVIO,GENERAL
hasta_cierto_punto,ADVERVIO,GENERAL
hasta_más_ver,ADVERVIO,GENERAL
hic_et_nunc,ADVERVIO,GENERAL
hoy,ADVERVIO,GENERAL
ibidem,ADVERVIO,GENERAL
idem,ADVERVIO,GENERAL
igual,ADVERVIO,GENERAL
in_aeternum,ADVERVIO,GENERAL
in_albis,ADVERVIO,GENERAL
in_ánima_vili,ADVERVIO,GENERAL
in_artículo_mortis,ADVERVIO,GENERAL
in_crescendo,ADVERVIO,GENERAL
in_extenso,ADVERVIO,GENERAL
in_extremis,ADVERVIO,GENERAL
in_fieri,ADVERVIO,GENERAL
in_fraganti,ADVERVIO,GENERAL
in_illo_tempore,ADVERVIO,GENERAL
in_memóriam,ADVERVIO,GENERAL
in_pectore,ADVERVIO,GENERAL
in_perpétuum,ADVERVIO,GENERAL
in_promptu,ADVERVIO,GENERAL
in_situ,ADVERVIO,GENERAL
in_vitro,ADVERVIO,GENERAL
in_vivo,ADVERVIO,GENERAL
inclusive,ADVERVIO,GENERAL
incluso,ADVERVIO,GENERAL
intemerata,ADVERVIO,GENERAL
inter_nos,ADVERVIO,GENERAL
inter_vivos,ADVERVIO,GENERAL
ipso_facto,ADVERVIO,GENERAL
ipso_jure,ADVERVIO,GENERAL
jamás,ADVERVIO,GENERAL
justo,ADVERVIO,GENERAL
largo,ADVERVIO,GENERAL
lejos,ADVERVIO,GENERAL
lo_de_menos,ADVERVIO,GENERAL
lo_uno_por_lo_otro,ADVERVIO,GENERAL
loco_citato,ADVERVIO,GENERAL
luego,ADVERVIO,GENERAL
mal,ADVERVIO,GENERAL
mal_a_mal,ADVERVIO,GENERAL
manu_militari,ADVERVIO,GENERAL
mañana,ADVERVIO,GENERAL
más,ADVERVIO,GENERAL
más_de_la_cuenta,ADVERVIO,GENERAL
más_valiera,ADVERVIO,GENERAL
medio,ADVERVIO,GENERAL
mejor,ADVERVIO,GENERAL
menos,ADVERVIO,GENERAL
mientras,ADVERVIO,GENERAL
mortis_causa,ADVERVIO,GENERAL
motu_proprio,ADVERVIO,GENERAL
mucho,ADVERVIO,GENERAL
mutatis_mutandis,ADVERVIO,GENERAL
muy,ADVERVIO,GENERAL
muy_de_mañana,ADVERVIO,GENERAL
nada,ADVERVIO,GENERAL
nada_más_y_nada_menos,ADVERVIO,GENERAL
ni_a_la_de_tres,ADVERVIO,GENERAL
ni_a_tiros,ADVERVIO,GENERAL
ni_aún,ADVERVIO,GENERAL
ni_corto_ni_perezoso,ADVERVIO,GENERAL
ni_fu_ni_fa,ADVERVIO,GENERAL
ni_hablar_del_peluquín,ADVERVIO,GENERAL
ni_más_ni_menos,ADVERVIO,GENERAL
ni_mucho_menos,ADVERVIO,GENERAL
ni_que_decir_tiene,ADVERVIO,GENERAL
ni_remotamente,ADVERVIO,GENERAL
ni_rey_ni_roque,ADVERVIO,GENERAL
ni_suena_ni_truena,ADVERVIO,GENERAL
ni_tan_sólo,ADVERVIO,GENERAL
ni_tanto_así,ADVERVIO,GENERAL
ni_tanto_ni_tan_calvo,ADVERVIO,GENERAL
ni_tanto_ni_tan_poco,ADVERVIO,GENERAL
no,ADVERVIO,GENERAL
no_ha_lugar,ADVERVIO,GENERAL
nunca,ADVERVIO,GENERAL
off_line,ADVERVIO,GENERAL
ojalá,ADVERVIO,GENERAL
on_line,ADVERVIO,GENERAL
para_colmo,ADVERVIO,GENERAL
para_dar_y_tomar,ADVERVIO,GENERAL
para_más_inri,ADVERVIO,GENERAL
para_rato,ADVERVIO,GENERAL
para_remate,ADVERVIO,GENERAL
para_todo_trote,ADVERVIO,GENERAL
pasado_mañana,ADVERVIO,GENERAL
poco,ADVERVIO,GENERAL
poco_a_poco,ADVERVIO,GENERAL
por_adarmes,ADVERVIO,GENERAL
por_amor_de_Dios,ADVERVIO,GENERAL
por_anticipado,ADVERVIO,GENERAL
por_aquel_entonces,ADVERVIO,GENERAL
por_arte_de_birlibirloque,ADVERVIO,GENERAL
por_arte_de_magia,ADVERVIO,GENERAL
por_barba,ADVERVIO,GENERAL
por_carambola,ADVERVIO,GENERAL
por_ce_o_por_be,ADVERVIO,GENERAL
por_ceremonia,ADVERVIO,GENERAL
por_concuerda,ADVERVIO,GENERAL
por_consecuencia,ADVERVIO,GENERAL
por_consiguiente,ADVERVIO,GENERAL
por_contera,ADVERVIO,GENERAL
por_cuatro_reales,ADVERVIO,GENERAL
por_cuenta_y_riesgo,ADVERVIO,GENERAL
por_de_contado,ADVERVIO,GENERAL
por_de_pronto,ADVERVIO,GENERAL
por_debajo_de_cuerda,ADVERVIO,GENERAL
por_decirlo_así,ADVERVIO,GENERAL
por_descontado,ADVERVIO,GENERAL
por_duplicado,ADVERVIO,GENERAL
por_ejemplo,ADVERVIO,GENERAL
por_el_contrario,ADVERVIO,GENERAL
por_en_medio,ADVERVIO,GENERAL
por_ende,ADVERVIO,GENERAL
por_ensalmo,ADVERVIO,GENERAL
por_entonces,ADVERVIO,GENERAL
por_esos_mundos_de_Dios,ADVERVIO,GENERAL
por_favor,ADVERVIO,GENERAL
por_hache_o_por_be,ADVERVIO,GENERAL
por_igual,ADVERVIO,GENERAL
por_intuito,ADVERVIO,GENERAL
por_la_gracia_de_Dios,ADVERVIO,GENERAL
por_lo_bajines,ADVERVIO,GENERAL
por_lo_bajini,ADVERVIO,GENERAL
por_lo_bajinis,ADVERVIO,GENERAL
por_lo_claro,ADVERVIO,GENERAL
por_lo_común,ADVERVIO,GENERAL
por_lo_general,ADVERVIO,GENERAL
por_lo_menos,ADVERVIO,GENERAL
por_lo_presente,ADVERVIO,GENERAL
por_lo_pronto,ADVERVIO,GENERAL
por_lo_tanto,ADVERVIO,GENERAL
por_más_que_digas,ADVERVIO,GENERAL
por_minutos,ADVERVIO,GENERAL
por_nada_del_mundo,ADVERVIO,GENERAL
por_ningún_concepto,ADVERVIO,GENERAL
por_norma_general,ADVERVIO,GENERAL
por_oídas,ADVERVIO,GENERAL
por_onzas,ADVERVIO,GENERAL
por_otro_lado,ADVERVIO,GENERAL
por_pura_fórmula,ADVERVIO,GENERAL
por_real_decreto,ADVERVIO,GENERAL
por_regla_general,ADVERVIO,GENERAL
por_segundo_año_consecutivo,ADVERVIO,GENERAL
por_separado,ADVERVIO,GENERAL
por_si_acaso,ADVERVIO,GENERAL
por_si_las_moscas,ADVERVIO,GENERAL
por_siempre_jamás,ADVERVIO,GENERAL
por_supuesto,ADVERVIO,GENERAL
por_testa,ADVERVIO,GENERAL
por_todo_lo_alto,ADVERVIO,GENERAL
por_un_tris,ADVERVIO,GENERAL
por_ventura,ADVERVIO,GENERAL
primeramente,ADVERVIO,GENERAL
primero,ADVERVIO,GENERAL
pronto,ADVERVIO,GENERAL
pues,ADVERVIO,GENERAL
pues_bien,ADVERVIO,GENERAL
que_ni_hecho_de_encargo,ADVERVIO,GENERAL
que_ni_pintado,ADVERVIO,GENERAL
que_pela,ADVERVIO,GENERAL
que_si_tal_que_si_cual,ADVERVIO,GENERAL
quiera_que_no,ADVERVIO,GENERAL
quieras_que_no,ADVERVIO,GENERAL
quizá,ADVERVIO,GENERAL
quizás,ADVERVIO,GENERAL
rara_vez,ADVERVIO,GENERAL
recién,ADVERVIO,GENERAL
río_abajo,ADVERVIO,GENERAL
río_arriba,ADVERVIO,GENERAL
salga_lo_que_salga,ADVERVIO,GENERAL
sea_cual_fuere,ADVERVIO,GENERAL
sea_lo_que_fuere,ADVERVIO,GENERAL
según,ADVERVIO,GENERAL
según_como,ADVERVIO,GENERAL
seguro,ADVERVIO,GENERAL
sensu_lato,ADVERVIO,GENERAL
sensu_stricto,ADVERVIO,GENERAL
sí,ADVERVIO,GENERAL
si_acaso,ADVERVIO,GENERAL
si_bien_se_mira,ADVERVIO,GENERAL
siempre,ADVERVIO,GENERAL
siempre_y_cuando,ADVERVIO,GENERAL
siendo_así,ADVERVIO,GENERAL
sin_ambages,ADVERVIO,GENERAL
sin_chistar_ni_mistar,ADVERVIO,GENERAL
sin_comerlo_ni_beberlo,ADVERVIO,GENERAL
sin_duda_alguna,ADVERVIO,GENERAL
sin_ir_más_lejos,ADVERVIO,GENERAL
sin_lugar_a_dudas,ADVERVIO,GENERAL
sin_más_ni_más,ADVERVIO,GENERAL
sin_ninguna_duda,ADVERVIO,GENERAL
sin_pena_ni_gloria,ADVERVIO,GENERAL
sin_qué_ni_para_qué,ADVERVIO,GENERAL
sin_ton_ni_son,ADVERVIO,GENERAL
sin_trastes,ADVERVIO,GENERAL
sin_venir_a_pelo,ADVERVIO,GENERAL
siquiera,ADVERVIO,GENERAL
sobre_manera,ADVERVIO,GENERAL
sobre_seguro,ADVERVIO,GENERAL
solo,ADVERVIO,GENERAL
sólo,ADVERVIO,GENERAL
sub_voce,ADVERVIO,GENERAL
tal_cual,ADVERVIO,GENERAL
tal_vez,ADVERVIO,GENERAL
también,ADVERVIO,GENERAL
tampoco,ADVERVIO,GENERAL
tan,ADVERVIO,GENERAL
tan_siquiera,ADVERVIO,GENERAL
tanto,ADVERVIO,GENERAL
tanto_peor,ADVERVIO,GENERAL
tanto_por_ciento,ADVERVIO,GENERAL
tanto_por_tanto,ADVERVIO,GENERAL
tarde,ADVERVIO,GENERAL
temprano,ADVERVIO,GENERAL
tierra_adentro,ADVERVIO,GENERAL
todavía,ADVERVIO,GENERAL
todo_lo_contrario,ADVERVIO,GENERAL
tutti_quanti,ADVERVIO,GENERAL
un_día_u_otro,ADVERVIO,GENERAL
un_día_y_otro,ADVERVIO,GENERAL
un_poco_tarde,ADVERVIO,GENERAL
una_y_no_más,ADVERVIO,GENERAL
uno_por_uno,ADVERVIO,GENERAL
urbi_et_orbi,ADVERVIO,GENERAL
velis_nolis,ADVERVIO,GENERAL
viceversa,ADVERVIO,GENERAL
vox_populi,ADVERVIO,GENERAL
ya,ADVERVIO,GENERAL
ya_es_mucho_decir,ADVERVIO,GENERAL
ya_será_menos,ADVERVIO,GENERAL
